gear_ratio,vehicle_speed_kmh,road_grade_deg,motor_rpm,motor_torque_nm,wheel_torque_nm,tractive_force_n,rolling_resistance_n,aerodynamic_drag_n,grade_resistance_n,acceleration_mps2,theoretical_vehicle_speed_kmh
3.5,80,8,4000,427.5,1421.4375,4441.9922,211.896,186.321,2457.5186,0.881254,137.871
3.5,80,8,6000,382.5,1271.8125,3974.4141,211.896,186.321,2457.5186,0.621488,206.8066
3.5,80,8,8000,337.5,1122.1875,3506.8359,211.896,186.321,2457.5186,0.361722,275.7421
3.5,80,10,2000,450.0,1496.25,4675.7812,211.896,186.321,3066.2795,0.672936,68.9355
3.5,80,10,4000,427.5,1421.4375,4441.9922,211.896,186.321,3066.2795,0.543053,137.871
3.5,80,10,6000,382.5,1271.8125,3974.4141,211.896,186.321,3066.2795,0.283288,206.8066
3.5,80,10,8000,337.5,1122.1875,3506.8359,211.896,186.321,3066.2795,0.023522,275.7421
3.5,100,0,2000,450.0,1496.25,4675.7812,211.896,291.1265,0.0,2.318199,68.9355
3.5,100,0,4000,427.5,1421.4375,4441.9922,211.896,291.1265,0.0,2.188316,137.871
3.5,100,0,6000,382.5,1271.8125,3974.4141,211.896,291.1265,0.0,1.928551,206.8066
3.5,100,0,8000,337.5,1122.1875,3506.8359,211.896,291.1265,0.0,1.668785,275.7421
3.5,100,2,2000,450.0,1496.25,4675.7812,211.896,291.1265,616.2553,1.975835,68.9355
3.5,100,2,4000,427.5,1421.4375,4441.9922,211.896,291.1265,616.2553,1.845952,137.871
3.5,100,2,6000,382.5,1271.8125,3974.4141,211.896,291.1265,616.2553,1.586187,206.8066
3.5,100,2,8000,337.5,1122.1875,3506.8359,211.896,291.1265,616.2553,1.326421,275.7421
3.5,100,5,2000,450.0,1496.25,4675.7812,211.896,291.1265,1538.9961,1.463201,68.9355
3.5,100,5,4000,427.5,1421.4375,4441.9922,211.896,291.1265,1538.9961,1.333319,137.871
3.5,100,5,6000,382.5,1271.8125,3974.4141,211.896,291.1265,1538.9961,1.073553,206.8066
3.5,100,5,8000,337.5,1122.1875,3506.8359,211.896,291.1265,1538.9961,0.813787,275.7421
3.5,100,8,2000,450.0,1496.25,4675.7812,211.896,291.1265,2457.5186,0.952911,68.9355
3.5,100,8,4000,427.5,1421.4375,4441.9922,211.896,291.1265,2457.5186,0.823028,137.871
3.5,100,8,6000,382.5,1271.8125,3974.4141,211.896,291.1265,2457.5186,0.563263,206.8066
3.5,100,8,8000,337.5,1122.1875,3506.8359,211.896,291.1265,2457.5186,0.303497,275.7421
3.5,100,10,2000,450.0,1496.25,4675.7812,211.896,291.1265,3066.2795,0.614711,68.9355
3.5,100,10,4000,427.5,1421.4375,4441.9922,211.896,291.1265,3066.2795,0.484828,137.871
3.5,100,10,6000,382.5,1271.8125,3974.4141,211.896,291.1265,3066.2795,0.225062,206.8066
3.5,100,10,8000,337.5,1122.1875,3506.8359,211.896,291.1265,3066.2795,-0.034703,275.7421
3.75,20,0,2000,450.0,1603.125,5009.7656,211.896,11.6451,0.0,2.659014,64.3398
3.75,20,0,4000,427.5,1522.9688,4759.2773,211.896,11.6451,0.0,2.519853,128.6796
3.75,20,0,6000,382.5,1362.6562,4258.3008,211.896,11.6451,0.0,2.241533,193.0195
3.75,20,0,8000,337.5,1202.3438,3757.3242,211.896,11.6451,0.0,1.963213,257.3593
3.75,20,2,2000,450.0,1603.125,5009.7656,211.896,11.6451,616.2553,2.31665,64.3398
3.75,20,2,4000,427.5,1522.9688,4759.2773,211.896,11.6451,616.2553,2.177489,128.6796
3.75,20,2,6000,382.5,1362.6562,4258.3008,211.896,11.6451,616.2553,1.899169,193.0195
3.75,20,2,8000,337.5,1202.3438,3757.3242,211.896,11.6451,616.2553,1.620849,257.3593
3.75,20,5,2000,450.0,1603.125,5009.7656,211.896,11.6451,1538.9961,1.804016,64.3398
3.75,20,5,4000,427.5,1522.9688,4759.2773,211.896,11.6451,1538.9961,1.664856,128.6796
3.75,20,5,6000,382.5,1362.6562,4258.3008,211.896,11.6451,1538.9961,1.386535,193.0195
3.75,20,5,8000,337.5,1202.3438,3757.3242,211.896,11.6451,1538.9961,1.108215,257.3593
3.75,20,8,2000,450.0,1603.125,5009.7656,211.896,11.6451,2457.5186,1.293726,64.3398
3.75,20,8,4000,427.5,1522.9688,4759.2773,211.896,11.6451,2457.5186,1.154565,128.6796
3.75,20,8,6000,382.5,1362.6562,4258.3008,211.896,11.6451,2457.5186,0.876245,193.0195
3.75,20,8,8000,337.5,1202.3438,3757.3242,211.896,11.6451,2457.5186,0.597925,257.3593
3.75,20,10,2000,450.0,1603.125,5009.7656,211.896,11.6451,3066.2795,0.955525,64.3398
3.75,20,10,4000,427.5,1522.9688,4759.2773,211.896,11.6451,3066.2795,0.816365,128.6796
3.75,20,10,6000,382.5,1362.6562,4258.3008,211.896,11.6451,3066.2795,0.538045,193.0195
3.75,20,10,8000,337.5,1202.3438,3757.3242,211.896,11.6451,3066.2795,0.259724,257.3593
3.75,40,0,2000,450.0,1603.125,5009.7656,211.896,46.5802,0.0,2.639605,64.3398
3.75,40,0,4000,427.5,1522.9688,4759.2773,211.896,46.5802,0.0,2.500445,128.6796
3.75,40,0,6000,382.5,1362.6562,4258.3008,211.896,46.5802,0.0,2.222125,193.0195
3.75,40,0,8000,337.5,1202.3438,3757.3242,211.896,46.5802,0.0,1.943804,257.3593
3.75,40,2,2000,450.0,1603.125,5009.7656,211.896,46.5802,616.2553,2.297241,64.3398
3.75,40,2,4000,427.5,1522.9688,4759.2773,211.896,46.5802,616.2553,2.158081,128.6796
3.75,40,2,6000,382.5,1362.6562,4258.3008,211.896,46.5802,616.2553,1.879761,193.0195
3.75,40,2,8000,337.5,1202.3438,3757.3242,211.896,46.5802,616.2553,1.60144,257.3593
3.75,40,5,2000,450.0,1603.125,5009.7656,211.896,46.5802,1538.9961,1.784607,64.3398
3.75,40,5,4000,427.5,1522.9688,4759.2773,211.896,46.5802,1538.9961,1.645447,128.6796
3.75,40,5,6000,382.5,1362.6562,4258.3008,211.896,46.5802,1538.9961,1.367127,193.0195
3.75,40,5,8000,337.5,1202.3438,3757.3242,211.896,46.5802,1538.9961,1.088807,257.3593
3.75,40,8,2000,450.0,1603.125,5009.7656,211.896,46.5802,2457.5186,1.274317,64.3398
3.75,40,8,4000,427.5,1522.9688,4759.2773,211.896,46.5802,2457.5186,1.135157,128.6796
3.75,40,8,6000,382.5,1362.6562,4258.3008,211.896,46.5802,2457.5186,0.856837,193.0195
3.75,40,8,8000,337.5,1202.3438,3757.3242,211.896,46.5802,2457.5186,0.578516,257.3593
3.75,40,10,2000,450.0,1603.125,5009.7656,211.896,46.5802,3066.2795,0.936117,64.3398
3.75,40,10,4000,427.5,1522.9688,4759.2773,211.896,46.5802,3066.2795,0.796956,128.6796
3.75,40,10,6000,382.5,1362.6562,4258.3008,211.896,46.5802,3066.2795,0.518636,193.0195
3.75,40,10,8000,337.5,1202.3438,3757.3242,211.896,46.5802,3066.2795,0.240316,257.3593
3.75,60,0,2000,450.0,1603.125,5009.7656,211.896,104.8056,0.0,2.607258,64.3398
3.75,60,0,4000,427.5,1522.9688,4759.2773,211.896,104.8056,0.0,2.468098,128.6796
3.75,60,0,6000,382.5,1362.6562,4258.3008,211.896,104.8056,0.0,2.189777,193.0195
3.75,60,0,8000,337.5,1202.3438,3757.3242,211.896,104.8056,0.0,1.911457,257.3593
3.75,60,2,2000,450.0,1603.125,5009.7656,211.896,104.8056,616.2553,2.264894,64.3398
3.75,60,2,4000,427.5,1522.9688,4759.2773,211.896,104.8056,616.2553,2.125734,128.6796
3.75,60,2,6000,382.5,1362.6562,4258.3008,211.896,104.8056,616.2553,1.847413,193.0195
3.75,60,2,8000,337.5,1202.3438,3757.3242,211.896,104.8056,616.2553,1.569093,257.3593
3.75,60,5,2000,450.0,1603.125,5009.7656,211.896,104.8056,1538.9961,1.75226,64.3398
3.75,60,5,4000,427.5,1522.9688,4759.2773,211.896,104.8056,1538.9961,1.6131,128.6796
3.75,60,5,6000,382.5,1362.6562,4258.3008,211.896,104.8056,1538.9961,1.33478,193.0195
3.75,60,5,8000,337.5,1202.3438,3757.3242,211.896,104.8056,1538.9961,1.056459,257.3593
3.75,60,8,2000,450.0,1603.125,5009.7656,211.896,104.8056,2457.5186,1.24197,64.3398
3.75,60,8,4000,427.5,1522.9688,4759.2773,211.896,104.8056,2457.5186,1.10281,128.6796
3.75,60,8,6000,382.5,1362.6562,4258.3008,211.896,104.8056,2457.5186,0.824489,193.0195
3.75,60,8,8000,337.5,1202.3438,3757.3242,211.896,104.8056,2457.5186,0.546169,257.3593
3.75,60,10,2000,450.0,1603.125,5009.7656,211.896,104.8056,3066.2795,0.903769,64.3398
3.75,60,10,4000,427.5,1522.9688,4759.2773,211.896,104.8056,3066.2795,0.764609,128.6796
3.75,60,10,6000,382.5,1362.6562,4258.3008,211.896,104.8056,3066.2795,0.486289,193.0195
3.75,60,10,8000,337.5,1202.3438,3757.3242,211.896,104.8056,3066.2795,0.207968,257.3593
3.75,80,0,2000,450.0,1603.125,5009.7656,211.896,186.321,0.0,2.561971,64.3398
3.75,80,0,4000,427.5,1522.9688,4759.2773,211.896,186.321,0.0,2.422811,128.6796
3.75,80,0,6000,382.5,1362.6562,4258.3008,211.896,186.321,0.0,2.144491,193.0195
3.75,80,0,8000,337.5,1202.3438,3757.3242,211.896,186.321,0.0,1.866171,257.3593
3.75,80,2,2000,450.0,1603.125,5009.7656,211.896,186.321,616.2553,2.219607,64.3398
3.75,80,2,4000,427.5,1522.9688,4759.2773,211.896,186.321,616.2553,2.080447,128.6796
3.75,80,2,6000,382.5,1362.6562,4258.3008,211.896,186.321,616.2553,1.802127,193.0195
3.75,80,2,8000,337.5,1202.3438,3757.3242,211.896,186.321,616.2553,1.523807,257.3593
3.75,80,5,2000,450.0,1603.125,5009.7656,211.896,186.321,1538.9961,1.706974,64.3398
3.75,80,5,4000,427.5,1522.9688,4759.2773,211.896,186.321,1538.9961,1.567813,128.6796
3.75,80,5,6000,382.5,1362.6562,4258.3008,211.896,186.321,1538.9961,1.289493,193.0195
3.75,80,5,8000,337.5,1202.3438,3757.3242,211.896,186.321,1538.9961,1.011173,257.3593
3.75,80,8,2000,450.0,1603.125,5009.7656,211.896,186.321,2457.5186,1.196683,64.3398
3.75,80,8,4000,427.5,1522.9688,4759.2773,211.896,186.321,2457.5186,1.057523,128.6796
3.75,80,8,6000,382.5,1362.6562,4258.3008,211.896,186.321,2457.5186,0.779203,193.0195
3.75,80,8,8000,337.5,1202.3438,3757.3242,211.896,186.321,2457.5186,0.500883,257.3593
3.75,80,10,2000,450.0,1603.125,5009.7656,211.896,186.321,3066.2795,0.858483,64.3398
3.75,80,10,4000,427.5,1522.9688,4759.2773,211.896,186.321,3066.2795,0.719323,128.6796
3.75,80,10,6000,382.5,1362.6562,4258.3008,211.896,186.321,3066.2795,0.441002,193.0195
3.75,80,10,8000,337.5,1202.3438,3757.3242,211.896,186.321,3066.2795,0.162682,257.3593
3.75,100,0,2000,450.0,1603.125,5009.7656,211.896,291.1265,0.0,2.503746,64.3398
3.75,100,0,4000,427.5,1522.9688,4759.2773,211.896,291.1265,0.0,2.364586,128.6796
3.75,100,0,6000,382.5,1362.6562,4258.3008,211.896,291.1265,0.0,2.086266,193.0195
3.75,100,0,8000,337.5,1202.3438,3757.3242,211.896,291.1265,0.0,1.807945,257.3593
3.75,100,2,2000,450.0,1603.125,5009.7656,211.896,291.1265,616.2553,2.161382,64.3398
3.75,100,2,4000,427.5,1522.9688,4759.2773,211.896,291.1265,616.2553,2.022222,128.6796
3.75,100,2,6000,382.5,1362.6562,4258.3008,211.896,291.1265,616.2553,1.743902,193.0195
3.75,100,2,8000,337.5,1202.3438,3757.3242,211.896,291.1265,616.2553,1.465581,257.3593
3.75,100,5,2000,450.0,1603.125,5009.7656,211.896,291.1265,1538.9961,1.648748,64.3398
3.75,100,5,4000,427.5,1522.9688,4759.2773,211.896,291.1265,1538.9961,1.509588,128.6796
3.75,100,5,6000,382.5,1362.6562,4258.3008,211.896,291.1265,1538.9961,1.231268,193.0195
3.75,100,5,8000,337.5,1202.3438,3757.3242,211.896,291.1265,1538.9961,0.952948,257.3593
3.75,100,8,2000,450.0,1603.125,5009.7656,211.896,291.1265,2457.5186,1.138458,64.3398
3.75,100,8,4000,427.5,1522.9688,4759.2773,211.896,291.1265,2457.5186,0.999298,128.6796
3.75,100,8,6000,382.5,1362.6562,4258.3008,211.896,291.1265,2457.5186,0.720978,193.0195
3.75,100,8,8000,337.5,1202.3438,3757.3242,211.896,291.1265,2457.5186,0.442657,257.3593
3.75,100,10,2000,450.0,1603.125,5009.7656,211.896,291.1265,3066.2795,0.800258,64.3398
3.75,100,10,4000,427.5,1522.9688,4759.2773,211.896,291.1265,3066.2795,0.661097,128.6796
3.75,100,10,6000,382.5,1362.6562,4258.3008,211.896,291.1265,3066.2795,0.382777,193.0195
3.75,100,10,8000,337.5,1202.3438,3757.3242,211.896,291.1265,3066.2795,0.104457,257.3593
4.0,20,0,2000,450.0,1710.0,5343.75,211.896,11.6451,0.0,2.844561,60.3186
4.0,20,0,4000,427.5,1624.5,5076.5625,211.896,11.6451,0.0,2.696123,120.6372
4.0,20,0,6000,382.5,1453.5,4542.1875,211.896,11.6451,0.0,2.399248,180.9557
4.0,20,0,8000,337.5,1282.5,4007.8125,211.896,11.6451,0.0,2.102373,241.2743
4.0,20,2,2000,450.0,1710.0,5343.75,211.896,11.6451,616.2553,2.502196,60.3186
4.0,20,2,4000,427.5,1624.5,5076.5625,211.896,11.6451,616.2553,2.353759,120.6372
4.0,20,2,6000,382.5,1453.5,4542.1875,211.896,11.6451,616.2553,2.056884,180.9557
4.0,20,2,8000,337.5,1282.5,4007.8125,211.896,11.6451,616.2553,1.760009,241.2743
4.0,20,5,2000,450.0,1710.0,5343.75,211.896,11.6451,1538.9961,1.989563,60.3186
4.0,20,5,4000,427.5,1624.5,5076.5625,211.896,11.6451,1538.9961,1.841125,120.6372
4.0,20,5,6000,382.5,1453.5,4542.1875,211.896,11.6451,1538.9961,1.54425,180.9557
4.0,20,5,8000,337.5,1282.5,4007.8125,211.896,11.6451,1538.9961,1.247375,241.2743
4.0,20,8,2000,450.0,1710.0,5343.75,211.896,11.6451,2457.5186,1.479272,60.3186
4.0,20,8,4000,427.5,1624.5,5076.5625,211.896,11.6451,2457.5186,1.330835,120.6372
4.0,20,8,6000,382.5,1453.5,4542.1875,211.896,11.6451,2457.5186,1.03396,180.9557
4.0,20,8,8000,337.5,1282.5,4007.8125,211.896,11.6451,2457.5186,0.737085,241.2743
4.0,20,10,2000,450.0,1710.0,5343.75,211.896,11.6451,3066.2795,1.141072,60.3186
4.0,20,10,4000,427.5,1624.5,5076.5625,211.896,11.6451,3066.2795,0.992634,120.6372
4.0,20,10,6000,382.5,1453.5,4542.1875,211.896,11.6451,3066.2795,0.695759,180.9557
4.0,20,10,8000,337.5,1282.5,4007.8125,211.896,11.6451,3066.2795,0.398884,241.2743
4.0,40,0,2000,450.0,1710.0,5343.75,211.896,46.5802,0.0,2.825152,60.3186
4.0,40,0,4000,427.5,1624.5,5076.5625,211.896,46.5802,0.0,2.676715,120.6372
4.0,40,0,6000,382.5,1453.5,4542.1875,211.896,46.5802,0.0,2.37984,180.9557
4.0,40,0,8000,337.5,1282.5,4007.8125,211.896,46.5802,0.0,2.082965,241.2743
4.0,40,2,2000,450.0,1710.0,5343.75,211.896,46.5802,616.2553,2.482788,60.3186
4.0,40,2,4000,427.5,1624.5,5076.5625,211.896,46.5802,616.2553,2.334351,120.6372
4.0,40,2,6000,382.5,1453.5,4542.1875,211.896,46.5802,616.2553,2.037476,180.9557
4.0,40,2,8000,337.5,1282.5,4007.8125,211.896,46.5802,616.2553,1.740601,241.2743
4.0,40,5,2000,450.0,1710.0,5343.75,211.896,46.5802,1538.9961,1.970154,60.3186
4.0,40,5,4000,427.5,1624.5,5076.5625,211.896,46.5802,1538.9961,1.821717,120.6372
4.0,40,5,6000,382.5,1453.5,4542.1875,211.896,46.5802,1538.9961,1.524842,180.9557
4.0,40,5,8000,337.5,1282.5,4007.8125,211.896,46.5802,1538.9961,1.227967,241.2743
4.0,40,8,2000,450.0,1710.0,5343.75,211.896,46.5802,2457.5186,1.459864,60.3186
4.0,40,8,4000,427.5,1624.5,5076.5625,211.896,46.5802,2457.5186,1.311426,120.6372
4.0,40,8,6000,382.5,1453.5,4542.1875,211.896,46.5802,2457.5186,1.014551,180.9557
4.0,40,8,8000,337.5,1282.5,4007.8125,211.896,46.5802,2457.5186,0.717676,241.2743
4.0,40,10,2000,450.0,1710.0,5343.75,211.896,46.5802,3066.2795,1.121663,60.3186
4.0,40,10,4000,427.5,1624.5,5076.5625,211.896,46.5802,3066.2795,0.973226,120.6372
4.0,40,10,6000,382.5,1453.5,4542.1875,211.896,46.5802,3066.2795,0.676351,180.9557
4.0,40,10,8000,337.5,1282.5,4007.8125,211.896,46.5802,3066.2795,0.379476,241.2743
4.0,60,0,2000,450.0,1710.0,5343.75,211.896,104.8056,0.0,2.792805,60.3186
4.0,60,0,4000,427.5,1624.5,5076.5625,211.896,104.8056,0.0,2.644367,120.6372
4.0,60,0,6000,382.5,1453.5,4542.1875,211.896,104.8056,0.0,2.347492,180.9557
4.0,60,0,8000,337.5,1282.5,4007.8125,211.896,104.8056,0.0,2.050617,241.2743
4.0,60,2,2000,450.0,1710.0,5343.75,211.896,104.8056,616.2553,2.450441,60.3186
4.0,60,2,4000,427.5,1624.5,5076.5625,211.896,104.8056,616.2553,2.302003,120.6372
4.0,60,2,6000,382.5,1453.5,4542.1875,211.896,104.8056,616.2553,2.005128,180.9557
4.0,60,2,8000,337.5,1282.5,4007.8125,211.896,104.8056,616.2553,1.708253,241.2743
4.0,60,5,2000,450.0,1710.0,5343.75,211.896,104.8056,1538.9961,1.937807,60.3186
4.0,60,5,4000,427.5,1624.5,5076.5625,211.896,104.8056,1538.9961,1.789369,120.6372
4.0,60,5,6000,382.5,1453.5,4542.1875,211.896,104.8056,1538.9961,1.492494,180.9557
4.0,60,5,8000,337.5,1282.5,4007.8125,211.896,104.8056,1538.9961,1.195619,241.2743
4.0,60,8,2000,450.0,1710.0,5343.75,211.896,104.8056,2457.5186,1.427517,60.3186
4.0,60,8,4000,427.5,1624.5,5076.5625,211.896,104.8056,2457.5186,1.279079,120.6372
4.0,60,8,6000,382.5,1453.5,4542.1875,211.896,104.8056,2457.5186,0.982204,180.9557
4.0,60,8,8000,337.5,1282.5,4007.8125,211.896,104.8056,2457.5186,0.685329,241.2743
4.0,60,10,2000,450.0,1710.0,5343.75,211.896,104.8056,3066.2795,1.089316,60.3186
4.0,60,10,4000,427.5,1624.5,5076.5625,211.896,104.8056,3066.2795,0.940879,120.6372
4.0,60,10,6000,382.5,1453.5,4542.1875,211.896,104.8056,3066.2795,0.644004,180.9557
4.0,60,10,8000,337.5,1282.5,4007.8125,211.896,104.8056,3066.2795,0.347129,241.2743
4.0,80,0,2000,450.0,1710.0,5343.75,211.896,186.321,0.0,2.747518,60.3186
4.0,80,0,4000,427.5,1624.5,5076.5625,211.896,186.321,0.0,2.599081,120.6372
4.0,80,0,6000,382.5,1453.5,4542.1875,211.896,186.321,0.0,2.302206,180.9557
4.0,80,0,8000,337.5,1282.5,4007.8125,211.896,186.321,0.0,2.005331,241.2743
4.0,80,2,2000,450.0,1710.0,5343.75,211.896,186.321,616.2553,2.405154,60.3186
4.0,80,2,4000,427.5,1624.5,5076.5625,211.896,186.321,616.2553,2.256717,120.6372
4.0,80,2,6000,382.5,1453.5,4542.1875,211.896,186.321,616.2553,1.959842,180.9557
4.0,80,2,8000,337.5,1282.5,4007.8125,211.896,186.321,616.2553,1.662967,241.2743
4.0,80,5,2000,450.0,1710.0,5343.75,211.896,186.321,1538.9961,1.892521,60.3186
4.0,80,5,4000,427.5,1624.5,5076.5625,211.896,186.321,1538.9961,1.744083,120.6372
4.0,80,5,6000,382.5,1453.5,4542.1875,211.896,186.321,1538.9961,1.447208,180.9557
4.0,80,5,8000,337.5,1282.5,4007.8125,211.896,186.321,1538.9961,1.150333,241.2743
4.0,80,8,2000,450.0,1710.0,5343.75,211.896,186.321,2457.5186,1.38223,60.3186
4.0,80,8,4000,427.5,1624.5,5076.5625,211.896,186.321,2457.5186,1.233793,120.6372
4.0,80,8,6000,382.5,1453.5,4542.1875,211.896,186.321,2457.5186,0.936918,180.9557
4.0,80,8,8000,337.5,1282.5,4007.8125,211.896,186.321,2457.5186,0.640043,241.2743
4.0,80,10,2000,450.0,1710.0,5343.75,211.896,186.321,3066.2795,1.04403,60.3186
4.0,80,10,4000,427.5,1624.5,5076.5625,211.896,186.321,3066.2795,0.895592,120.6372
4.0,80,10,6000,382.5,1453.5,4542.1875,211.896,186.321,3066.2795,0.598717,180.9557
4.0,80,10,8000,337.5,1282.5,4007.8125,211.896,186.321,3066.2795,0.301842,241.2743
4.0,100,0,2000,450.0,1710.0,5343.75,211.896,291.1265,0.0,2.689293,60.3186
4.0,100,0,4000,427.5,1624.5,5076.5625,211.896,291.1265,0.0,2.540856,120.6372
4.0,100,0,6000,382.5,1453.5,4542.1875,211.896,291.1265,0.0,2.243981,180.9557
4.0,100,0,8000,337.5,1282.5,4007.8125,211.896,291.1265,0.0,1.947106,241.2743
4.0,100,2,2000,450.0,1710.0,5343.75,211.896,291.1265,616.2553,2.346929,60.3186
4.0,100,2,4000,427.5,1624.5,5076.5625,211.896,291.1265,616.2553,2.198491,120.6372
4.0,100,2,6000,382.5,1453.5,4542.1875,211.896,291.1265,616.2553,1.901616,180.9557
4.0,100,2,8000,337.5,1282.5,4007.8125,211.896,291.1265,616.2553,1.604741,241.2743
4.0,100,5,2000,450.0,1710.0,5343.75,211.896,291.1265,1538.9961,1.834295,60.3186
4.0,100,5,4000,427.5,1624.5,5076.5625,211.896,291.1265,1538.9961,1.685858,120.6372
4.0,100,5,6000,382.5,1453.5,4542.1875,211.896,291.1265,1538.9961,1.388983,180.9557
4.0,100,5,8000,337.5,1282.5,4007.8125,211.896,291.1265,1538.9961,1.092108,241.2743
4.0,100,8,2000,450.0,1710.0,5343.75,211.896,291.1265,2457.5186,1.324005,60.3186
4.0,100,8,4000,427.5,1624.5,5076.5625,211.896,291.1265,2457.5186,1.175567,120.6372
4.0,100,8,6000,382.5,1453.5,4542.1875,211.896,291.1265,2457.5186,0.878692,180.9557
4.0,100,8,8000,337.5,1282.5,4007.8125,211.896,291.1265,2457.5186,0.581817,241.2743
4.0,100,10,2000,450.0,1710.0,5343.75,211.896,291.1265,3066.2795,0.985804,60.3186
4.0,100,10,4000,427.5,1624.5,5076.5625,211.896,291.1265,3066.2795,0.837367,120.6372
4.0,100,10,6000,382.5,1453.5,4542.1875,211.896,291.1265,3066.2795,0.540492,180.9557
4.0,100,10,8000,337.5,1282.5,4007.8125,211.896,291.1265,3066.2795,0.243617,241.2743
4.25,20,0,2000,450.0,1816.875,5677.7344,211.896,11.6451,0.0,3.030107,56.7704
4.25,20,0,4000,427.5,1726.0312,5393.8477,211.896,11.6451,0.0,2.872393,113.5409
4.25,20,0,6000,382.5,1544.3438,4826.0742,211.896,11.6451,0.0,2.556963,170.3113
4.25,20,0,8000,337.5,1362.6562,4258.3008,211.896,11.6451,0.0,2.241533,227.0817
4.25,20,2,2000,450.0,1816.875,5677.7344,211.896,11.6451,616.2553,2.687743,56.7704
4.25,20,2,4000,427.5,1726.0312,5393.8477,211.896,11.6451,616.2553,2.530028,113.5409
4.25,20,2,6000,382.5,1544.3438,4826.0742,211.896,11.6451,616.2553,2.214599,170.3113
4.25,20,2,8000,337.5,1362.6562,4258.3008,211.896,11.6451,616.2553,1.899169,227.0817
4.25,20,5,2000,450.0,1816.875,5677.7344,211.896,11.6451,1538.9961,2.17511,56.7704
4.25,20,5,4000,427.5,1726.0312,5393.8477,211.896,11.6451,1538.9961,2.017395,113.5409
4.25,20,5,6000,382.5,1544.3438,4826.0742,211.896,11.6451,1538.9961,1.701965,170.3113
4.25,20,5,8000,337.5,1362.6562,4258.3008,211.896,11.6451,1538.9961,1.386535,227.0817
4.25,20,8,2000,450.0,1816.875,5677.7344,211.896,11.6451,2457.5186,1.664819,56.7704
4.25,20,8,4000,427.5,1726.0312,5393.8477,211.896,11.6451,2457.5186,1.507104,113.5409
4.25,20,8,6000,382.5,1544.3438,4826.0742,211.896,11.6451,2457.5186,1.191675,170.3113
4.25,20,8,8000,337.5,1362.6562,4258.3008,211.896,11.6451,2457.5186,0.876245,227.0817
4.25,20,10,2000,450.0,1816.875,5677.7344,211.896,11.6451,3066.2795,1.326619,56.7704
4.25,20,10,4000,427.5,1726.0312,5393.8477,211.896,11.6451,3066.2795,1.168904,113.5409
4.25,20,10,6000,382.5,1544.3438,4826.0742,211.896,11.6451,3066.2795,0.853474,170.3113
4.25,20,10,8000,337.5,1362.6562,4258.3008,211.896,11.6451,3066.2795,0.538045,227.0817
4.25,40,0,2000,450.0,1816.875,5677.7344,211.896,46.5802,0.0,3.010699,56.7704
4.25,40,0,4000,427.5,1726.0312,5393.8477,211.896,46.5802,0.0,2.852984,113.5409
4.25,40,0,6000,382.5,1544.3438,4826.0742,211.896,46.5802,0.0,2.537554,170.3113
4.25,40,0,8000,337.5,1362.6562,4258.3008,211.896,46.5802,0.0,2.222125,227.0817
4.25,40,2,2000,450.0,1816.875,5677.7344,211.896,46.5802,616.2553,2.668335,56.7704
4.25,40,2,4000,427.5,1726.0312,5393.8477,211.896,46.5802,616.2553,2.51062,113.5409
4.25,40,2,6000,382.5,1544.3438,4826.0742,211.896,46.5802,616.2553,2.19519,170.3113
4.25,40,2,8000,337.5,1362.6562,4258.3008,211.896,46.5802,616.2553,1.879761,227.0817
4.25,40,5,2000,450.0,1816.875,5677.7344,211.896,46.5802,1538.9961,2.155701,56.7704
4.25,40,5,4000,427.5,1726.0312,5393.8477,211.896,46.5802,1538.9961,1.997986,113.5409
4.25,40,5,6000,382.5,1544.3438,4826.0742,211.896,46.5802,1538.9961,1.682557,170.3113
4.25,40,5,8000,337.5,1362.6562,4258.3008,211.896,46.5802,1538.9961,1.367127,227.0817
4.25,40,8,2000,450.0,1816.875,5677.7344,211.896,46.5802,2457.5186,1.645411,56.7704
4.25,40,8,4000,427.5,1726.0312,5393.8477,211.896,46.5802,2457.5186,1.487696,113.5409
4.25,40,8,6000,382.5,1544.3438,4826.0742,211.896,46.5802,2457.5186,1.172266,170.3113
4.25,40,8,8000,337.5,1362.6562,4258.3008,211.896,46.5802,2457.5186,0.856837,227.0817
4.25,40,10,2000,450.0,1816.875,5677.7344,211.896,46.5802,3066.2795,1.30721,56.7704
4.25,40,10,4000,427.5,1726.0312,5393.8477,211.896,46.5802,3066.2795,1.149495,113.5409
4.25,40,10,6000,382.5,1544.3438,4826.0742,211.896,46.5802,3066.2795,0.834066,170.3113
4.25,40,10,8000,337.5,1362.6562,4258.3008,211.896,46.5802,3066.2795,0.518636,227.0817
4.25,60,0,2000,450.0,1816.875,5677.7344,211.896,104.8056,0.0,2.978352,56.7704
4.25,60,0,4000,427.5,1726.0312,5393.8477,211.896,104.8056,0.0,2.820637,113.5409
4.25,60,0,6000,382.5,1544.3438,4826.0742,211.896,104.8056,0.0,2.505207,170.3113
4.25,60,0,8000,337.5,1362.6562,4258.3008,211.896,104.8056,0.0,2.189777,227.0817
4.25,60,2,2000,450.0,1816.875,5677.7344,211.896,104.8056,616.2553,2.635988,56.7704
4.25,60,2,4000,427.5,1726.0312,5393.8477,211.896,104.8056,616.2553,2.478273,113.5409
4.25,60,2,6000,382.5,1544.3438,4826.0742,211.896,104.8056,616.2553,2.162843,170.3113
